NOME,AUSENCIA,MATEMATICA,PORTUGUES,BIOLOGIA,RESULTADO
Luzia Shirley Guedes,7,5.9,4.5,5.1,REPROVADO
Érica Tatiana Segaguho,7,5.8,6.4,6.0,REPROVADO
Milton Uiswe,7,5.8,6.3,5.2,REPROVADO
Eleonora de Ortega,7,5.8,6.2,5.2,REPROVADO
Lívia Josilda Pires,7,5.8,6.2,5.0,REPROVADO
Gabriel Valter de Barboza,7,5.8,6.1,5.4,REPROVADO
Brenda Isabel Kainumo,7,5.8,6.0,7.2,REPROVADO
Kevin da Silva de Linhares,7,5.8,6.0,5.9,REPROVADO
Susan Janaína da Silva Himuchige,7,5.8,6.0,5.8,REPROVADO
Cristiane Lisa de Fernandes,7,5.8,6.0,4.8,REPROVADO
Caroline da Graça de Souza,7,5.8,5.7,5.2,REPROVADO
Cíntia Bera,7,5.8,5.5,5.5,REPROVADO
Taís de Trindade,7,5.8,5.4,5.9,REPROVADO
Simão Xaiencu de Barbosa,7,5.8,5.4,5.6,REPROVADO
Selena Vouer,7,5.8,5.3,6.3,REPROVADO
Mayara Insano de Araújo,7,5.8,5.3,5.6,REPROVADO
Paula Nado Fiys Guerra,7,5.8,5.3,5.5,REPROVADO
Eduarda de Camargo Grizurnão Poeão,7,5.8,5.3,0.0,REPROVADO
Jason Mário de Parreira,7,5.8,5.3,0.0,REPROVADO
Zeca Valverde,7,5.8,5.2,5.6,REPROVADO
Cirilo de Oliveira Petabume Saldo,7,5.8,5.1,5.5,REPROVADO
Heloísa Preto,7,5.8,5.1,5.2,REPROVADO
Fred dos Santos,7,5.8,5.1,4.7,REPROVADO
Maíra Daniela Oseishi do Rio de Antunes,7,5.8,5.1,4.6,REPROVADO
Cássia Juliana Branco Aqueaem,7,5.8,5.0,4.8,REPROVADO
Yuri Adílson de Peres,7,5.8,4.6,5.3,REPROVADO
Roberto Izpoiman,7,5.8,4.2,5.6,REPROVADO
Paulo Nilton Coutinho,7,5.8,4.2,4.7,REPROVADO
Lúcia de Andrade Daze,7,5.8,4.2,0.0,REPROVADO
Jéssica Eleriane Mumupi Zasyrn,7,5.7,7.0,5.2,REPROVADO
Demilson Aécio Penedo,7,5.7,6.9,5.8,REPROVADO
Nair Quitéria Oscy Laleson,7,5.7,6.8,6.2,REPROVADO
Pedro Bartolomeu de Medeiros dos Santos Klein,7,5.7,6.6,5.4,REPROVADO
Cleberson Heboer Gomes,7,5.7,6.6,0.0,REPROVADO
Iago Fortes,7,5.7,6.4,5.4,REPROVADO
Carolina Getsume de Souza Castelo,7,5.7,6.3,5.1,REPROVADO
Frederico Sandro de Azevedo Guedes,7,5.7,6.2,5.7,REPROVADO
Cirilo Edu Toeã,7,5.7,6.0,6.7,REPROVADO
Ciro de Diniz Hayo,7,5.7,6.0,5.8,REPROVADO
Rafael Zeca de Lacerda do Piauí Menu,7,5.7,6.0,5.0,REPROVADO
Jorge Eliel da Paixão Igreja,7,5.7,5.8,5.6,REPROVADO
Jaziel Dário da Silva de Barros,7,5.7,5.7,6.5,REPROVADO
Celeste Tânia de Figueira Rangel,7,5.7,5.6,4.7,REPROVADO
Thiago Omar da Paraíba Mourão,7,5.7,5.5,5.7,REPROVADO
Ângelo Mineiro Kuorn,7,5.7,5.5,5.2,REPROVADO
Pablo Bento Boal Júnior,7,5.7,5.5,0.0,REPROVADO
Lina Maria Rosatto Gomes Oirn,7,5.7,5.4,5.7,REPROVADO
Ana Bernadete Xoztuão Halifoson de Amorim,7,5.7,5.3,5.7,REPROVADO
Robert de Santo Antônio Neto,7,5.7,5.3,4.7,REPROVADO
Juliano da Conceição,7,5.7,5.2,4.9,REPROVADO
Mayara Martinez de Lins,7,5.7,5.1,5.1,REPROVADO
Graziele Tina Pimenta,7,5.7,5.1,4.8,REPROVADO
Mayra Vuyson Irnleson,7,5.7,5.0,4.7,REPROVADO
Max Luigi Zoezeson Freire,7,5.7,4.8,5.4,REPROVADO
Kelly Anne Bekipufu Reasarn,7,5.7,4.6,4.6,REPROVADO
Rosa Souto,7,5.7,4.4,5.9,REPROVADO
Christie Keyla de Barboza Seolva,7,5.6,7.0,0.0,REPROVADO
Otávio Moreno Eduzpemer Júnior,7,5.6,6.6,4.5,REPROVADO
Nair Eliane da Cruz Pigo,7,5.6,6.4,6.3,REPROVADO
João de Padilha Uztorn Boian,7,5.6,6.1,4.5,REPROVADO
Anderson de Souza Júnior,7,5.6,6.0,5.8,REPROVADO
Jaziel da Graça Rios Júnior,7,5.6,5.8,5.4,REPROVADO
Sônia Ariana Moreno de Peixoto Prapy,7,5.6,5.8,5.1,REPROVADO
Marcela Zuru,7,5.6,5.7,5.0,REPROVADO
Thaíssa Tatiane Bosumu Gecleue Goce Terceiro,7,5.6,5.6,5.1,REPROVADO
Fabiano Vinícius Souto,7,5.6,5.5,5.5,REPROVADO
Eunice da Silva,7,5.6,5.5,5.0,REPROVADO
Eliane Barroso,7,5.6,5.4,5.8,REPROVADO
Edson Cícero Pinto de Oliva,7,5.6,5.4,5.2,REPROVADO
Adrielle Jéssica Chikate de Pereira,7,5.6,5.2,0.0,REPROVADO
Estevão do Amaral de Miranda Júnior,7,5.6,5.1,5.5,REPROVADO
Abigail Denise de Abreu,7,5.6,5.1,5.1,REPROVADO
Renato Alex de Pereira dos Santos Rusoti,7,5.6,5.1,5.0,REPROVADO
Adriana do Paraná,7,5.6,5.0,7.1,REPROVADO
Kevin Câmara,7,5.6,4.9,5.8,REPROVADO
Décio de Barbosa do Piauí dos Santos Terceiro,7,5.6,4.6,5.3,REPROVADO
Rafael Castelo Branco,7,5.6,4.5,5.4,REPROVADO
Lúcia Rita Prates Mate Weiss,7,5.6,4.5,5.0,REPROVADO
Genir Schmidt,7,4.9,6.7,5.1,REPROVADO
Valéria de Araújo Gomes,7,4.9,6.2,5.7,REPROVADO
Sabrina Quitéria de Oliveira,7,4.9,5.7,4.6,REPROVADO
Félix Gilmar Glurni das Neves de Munhoz,7,4.9,5.4,4.8,REPROVADO
Valquíria Taís de Borges Ribeiro,7,4.9,5.2,6.2,REPROVADO
Vanda Melissa de Silveira,7,4.9,5.1,5.0,REPROVADO
Paulo Mário Gawo Borba,7,4.9,5.0,5.9,REPROVADO
Anna Lilian Niminini,7,4.9,4.2,4.9,REPROVADO
Thiago de Barbosa,7,4.8,6.0,7.1,REPROVADO
Maria Fieson,7,4.8,5.7,4.9,REPROVADO
Andréia de Camargo da Graça,7,4.8,5.7,4.8,REPROVADO
Caroline de Barbosa,7,4.8,5.6,5.4,REPROVADO
Eduarda Jebemlas Terceiro,7,4.8,5.1,5.1,REPROVADO
Eduarda Rosana de Pimentel,7,4.8,5.0,4.6,REPROVADO
Vitória Magali Noypuan Tristão,7,4.8,5.0,0.0,REPROVADO
Bernadete de Salvador Rulesma,7,4.8,4.9,5.6,REPROVADO
Heron de Madureira Ximenes,7,4.8,4.2,4.6,REPROVADO
Júlio da Silva de Noronha,7,4.7,6.1,5.1,REPROVADO
Fabíola Mayra de Bragança Eovic,7,4.7,5.9,5.0,REPROVADO
Félix Bogi,7,4.7,5.7,6.2,REPROVADO
Fagner de Pereira,7,4.7,5.7,6.1,REPROVADO
Armando de Meireles Sagoka,7,4.7,5.2,5.0,REPROVADO
Simone de Miranda Arno,7,4.7,5.1,5.0,REPROVADO
Heitor Severino da Silva de Fraga,7,4.7,5.1,4.8,REPROVADO
Jair Patrick Rossi de Souza Nukawa,7,4.7,4.4,5.2,REPROVADO
Demilson Câmara Pamplozson,6,8.1,7.9,8.1,APROVADO
Núbia de Gimenes da Silva Branco,6,8.0,7.9,7.7,APROVADO
Rosilda Mônica de Ferreira,6,7.9,8.4,9.6,APROVADO
Janaína de Drummond,6,7.9,8.2,8.6,APROVADO
Elói Everton Bigi Rossi,6,7.9,8.1,9.0,APROVADO
Osvaldo Armando Icloman,6,7.9,8.1,7.5,APROVADO
Marlon Leandro de Peixoto dos Santos,6,7.9,7.9,7.8,APROVADO
Beto Márcio de Souza,6,7.9,7.2,7.3,APROVADO
João Ayrton de Pereira da Silva,6,7.8,7.7,8.5,APROVADO
Priscila Branco de Figueira Lopes,6,7.8,7.6,8.3,APROVADO
Monique de Assis,6,7.8,7.5,7.9,APROVADO
Fabíola de Farias Broum da Rocha,6,7.7,8.3,8.4,APROVADO
Daniela Nunes do Nascimento,6,7.7,8.1,7.4,APROVADO
Elaine da Silva de Oliveira,6,7.7,8.1,6.0,APROVADO
Jesus Denis Teles de Oliveira,6,7.7,8.0,8.4,APROVADO
Valquíria Martinez,6,7.7,7.9,7.1,APROVADO
Fred Oskivoy,6,7.7,7.8,8.0,APROVADO
Diego Rodrigo do Maranhão Zoboihe,6,7.7,7.8,7.1,APROVADO
Sérgio de Oliveira Naves,6,7.7,7.6,8.4,APROVADO
Lívia Rosilda do Amaral Gutanbu,6,7.7,7.5,8.3,APROVADO
Mateus Oesozgroman da Silva de Toledo,6,7.7,7.5,7.4,APROVADO
Otávio Silvair da Silva,6,7.6,8.1,8.7,APROVADO
Miguel Cirilo de Fraga da Silva,6,7.6,7.7,7.0,APROVADO
Cristiane Riada,6,7.6,7.5,8.8,APROVADO
Cleuza Eliane de Jesus,6,7.6,7.5,8.3,APROVADO
Milton Utiz de Gonçalves,6,7.6,7.5,8.0,APROVADO
Israel Gomes do Espírito Santo,6,7.6,7.4,7.3,APROVADO
Pablo Moacyr Topepo Erutsu Júnior,6,7.6,7.3,7.9,APROVADO
Ísis da Silva Cigi,6,7.6,7.0,7.8,APROVADO
Mayra Cássia de Araújo do Piauí,6,7.5,8.1,6.4,APROVADO
Priscila Wanda Nive,6,7.5,8.0,8.1,APROVADO
Aparecida Branco de Paiva da Silva,6,7.5,7.7,7.8,APROVADO
Alisson Moreno de Pereira,6,7.5,7.6,7.7,APROVADO
Adônis Álvaro do Amaral Hao Júnior,6,7.5,7.6,6.6,APROVADO
Beto Inácio de Paranhos Otremsho,6,7.5,7.5,8.2,APROVADO
Cláudia Liol,6,7.5,7.3,7.6,APROVADO
Jonathan de Oliveira,6,7.5,7.3,7.1,APROVADO
Poliana do Prado,6,7.5,6.7,8.0,APROVADO
Gilson do Nascimento Neto,6,7.4,8.4,9.5,APROVADO
Camila de Campos Castelo,6,7.4,7.8,7.5,APROVADO
Suzana Caloi,6,7.4,7.7,6.1,APROVADO
Demilson Mendes,6,7.4,7.6,6.6,APROVADO
Elizabete Penedo Ushaman,6,7.4,7.5,6.3,APROVADO
Paula da Gama,6,7.4,7.4,7.6,APROVADO
Kevin da Silva,6,7.4,7.2,8.4,APROVADO
Paulo da Silva Júnior,6,7.4,7.2,6.1,APROVADO
Ana Rute de Braga da Lira,6,7.4,7.2,6.0,APROVADO
Ali Washington da Silva de Garcia,6,7.4,7.2,6.0,APROVADO
Hilton de Junqueira dos Santos,6,7.4,6.9,7.6,APROVADO
Leonardo Nicolas de Peres,6,7.4,6.8,7.5,APROVADO
Nathan Isaías dos Santos Neto,6,7.4,6.5,7.1,APROVADO
Cirilo Biha Daolan Terceiro,6,7.3,7.9,7.8,APROVADO
Dante Zege de Campos,6,7.3,7.8,9.9,APROVADO
Raiane Milani Imoson,6,7.3,7.8,9.1,APROVADO
Rivaldo Cauê Doijeo,6,7.3,7.8,8.2,APROVADO
Vinícius Luke de Peres Debeha,6,7.3,7.8,8.2,APROVADO
Ivan Altino Pinhão,6,7.3,7.8,7.3,APROVADO
Beatriz Yszuoe de Barboza Yozu,6,7.3,7.7,6.3,APROVADO
Ângela Samila de Mello Avembacry,6,7.3,7.6,9.4,APROVADO
Ariana Angélica Trevisan,6,7.3,7.6,7.4,APROVADO
Priscila Rosa de Monteiro,6,7.3,7.6,6.1,APROVADO
Roberta Quitéria da Silva Isuser,6,7.3,7.5,7.5,APROVADO
Adílson Fred Ezeunvic,6,7.3,7.3,6.9,APROVADO
Ronaldo Alex de Aguiar da Silva Yopore,6,7.3,7.3,6.4,APROVADO
Marcos de Souza,6,7.3,7.2,6.9,APROVADO
Tatiane Eunice Ouzman,6,7.3,7.2,6.7,APROVADO
Rute de Matos Góis da Encarnação,6,7.3,7.2,6.6,APROVADO
Osório de Pereira Freire,6,7.3,7.1,6.8,APROVADO
Quênia de Arantes da Silva,6,7.3,7.0,7.7,APROVADO
Edilene Oabozfom Tioz,6,7.3,7.0,7.1,APROVADO
Tina de Oliveira,6,7.3,6.8,7.2,APROVADO
Guilherme Rosatto de França,6,7.3,6.6,7.1,APROVADO
Miguel Robson do Nascimento,6,7.3,6.2,6.8,APROVADO
Talita da Rocha de Barbosa,6,7.3,6.0,6.0,APROVADO
Jussara Sandra Ximenes,6,7.2,8.1,7.6,APROVADO
Ivone Mourão de Santana,6,7.2,7.8,6.1,APROVADO
Karina Lilian da Silva,6,7.2,7.7,8.6,APROVADO
Eduarda Fragoso da Silva de Freitas,6,7.2,7.7,7.3,APROVADO
Rafael Nunes Júnior,6,7.2,7.7,6.4,APROVADO
Magali Uhevic de Malta do Vale,6,7.2,7.6,6.7,APROVADO
Amarildo da Luz,6,7.2,7.5,8.3,APROVADO
Heitor Buarque,6,7.2,7.5,6.1,APROVADO
Vanda Sandra d'Ávila,6,7.2,7.4,8.3,APROVADO
Samanta Eulália de Figueira Preto,6,7.2,7.4,6.1,APROVADO
Mara Ângela Einan de Barros,6,7.2,7.3,7.5,APROVADO
Abigail de Linhares Werner,6,7.2,7.2,8.4,APROVADO
João Décio de Cabral,6,7.2,7.2,7.9,APROVADO
Jean Mariano Gornha,6,7.2,7.2,7.7,APROVADO
Wanda das Neves de Barbosa,6,7.2,7.2,7.7,APROVADO
Lana Soraya da Luz,6,7.2,7.2,7.4,APROVADO
Luke Jairo Henafupu Shelgra,6,7.2,7.2,6.9,APROVADO
Luigi de Lemos,6,7.2,7.2,6.8,APROVADO
Oliver de Mendonça,6,7.2,7.2,6.0,APROVADO
Edinaldo Ali de Sales,6,7.2,7.1,7.6,APROVADO
Ezequiel de Barboza Pinhão,6,7.2,7.1,7.3,APROVADO
Armando Crozi dos Santos,6,7.2,7.0,7.8,APROVADO
Janete Guedes,6,7.2,7.0,7.4,APROVADO
Tainara de Pacheco,6,7.2,6.9,7.2,APROVADO
Iago Yvenman,6,7.2,6.9,6.7,APROVADO
José dos Pinhais,6,7.2,6.9,6.4,APROVADO
Selena Elizabete Gesaa Bahia,6,7.2,6.9,6.0,APROVADO
Cléber de Pereira Júnior,6,7.2,6.8,6.7,APROVADO
Adílson Ayrton Drasaer da Silva Gomes,6,7.2,6.6,8.9,APROVADO
Cristiane Marta da Cunha Poeo,6,7.2,6.6,6.8,APROVADO
Marilúcia Rigohebi Brasil de Souza,6,7.2,6.5,7.5,APROVADO
Quirino Zowamu Kayamoyu,6,7.2,6.1,7.3,APROVADO
Verônica Cássia Yone de Souza,6,7.1,7.6,7.0,APROVADO
Sônia Ximenes de Munhoz,6,7.1,7.5,7.9,APROVADO
Maria Valeska Ornrupeã,6,7.1,7.5,6.6,APROVADO
Kevin de Melo,6,7.1,7.5,6.5,APROVADO
Otávio Castelo,6,7.1,7.5,6.2,APROVADO
Ezequiel Heron dos Santos da Silva Franco,6,7.1,7.3,8.4,APROVADO
Ivete Jaqueline Koke de Espanha,6,7.1,7.3,7.3,APROVADO
Aécio Alexandre da Silva,6,7.1,7.3,7.1,APROVADO
Luzia de Gimenes Gomes,6,7.1,7.3,7.1,APROVADO
Jonathas Eustáquio Oese de Barbosa Neto,6,7.1,7.3,6.9,APROVADO
Israel Jonas de Araújo da Graça Kuri,6,7.1,7.2,7.8,APROVADO
Joelma Wanda do Paraná,6,7.1,7.2,7.6,APROVADO
Yuri Aurélio Diloã da Silva,6,7.1,7.1,7.5,APROVADO
Dina Penedo,6,7.1,7.1,7.4,APROVADO
Silvair de Paula,6,7.1,7.1,7.3,APROVADO
Eleonora Vaz Rodrigues,6,7.1,7.1,6.5,APROVADO
Eric Didiaov de Siqueira,6,7.1,7.1,6.5,APROVADO
Marcos de Pereira,6,7.1,7.0,7.6,APROVADO
Ana Wanda Iauto de Vargas,6,7.1,7.0,7.3,APROVADO
Isaías Diogo do Rio de Arruda Iclan,6,7.1,7.0,7.1,APROVADO
Bernardo de Barbosa dos Santos,6,7.1,6.9,6.0,APROVADO
Kelly Telma de Sá Rinerime,6,7.1,6.8,7.4,APROVADO
Ronaldo de Toledo da Paixão Júnior,6,7.1,6.8,6.7,APROVADO
Ezequiel Aloísio Vrozsci da Silva Júnior,6,7.1,6.8,6.4,APROVADO
Vinícius de Martins Brasil,6,7.1,6.8,6.2,APROVADO
Zenaide de Pinheiro,6,7.1,6.8,6.1,APROVADO
Saulo Gilberto Gomes Irnuz,6,7.1,6.7,9.3,APROVADO
Rosilda Quitéria da Cruz,6,7.1,6.7,7.1,APROVADO
Elias de Campos,6,7.1,6.7,6.6,APROVADO
Cibele Cássia de Mello,6,7.1,6.6,7.0,APROVADO
Maíra Eunice da Silva Toritoza,6,7.1,6.4,6.4,APROVADO
Fábio Damião Frias da Silva,6,7.0,7.5,8.5,APROVADO
Thaíssa Manuela Eizoz,6,7.0,7.4,7.7,APROVADO
Heron de Pereira Weber,6,7.0,6.9,8.5,APROVADO
Margarete Daiane dos Santos de Almeida,6,7.0,6.8,8.2,APROVADO
Jacinto de Junqueira,6,7.0,6.7,8.0,APROVADO
Raíssa de Martins Gasuzepe,6,7.0,6.5,7.3,APROVADO
Valeska de Holanda,6,6.9,7.6,6.6,APROVADO
Áureo Tayubome,6,6.9,7.4,9.1,APROVADO
Marilúcia Joyce Prifemaman,6,6.9,7.4,8.9,APROVADO
Luciano da Silva Neto,6,6.9,7.4,7.3,APROVADO
Alan Leonardo Pires,6,6.9,7.3,8.9,APROVADO
Geraldo Robert Lysu,6,6.9,7.3,7.4,APROVADO
Uribe Vlusfi,6,6.9,7.3,6.6,APROVADO
Félix Eric do Nascimento Júnior,6,6.9,7.3,6.4,APROVADO
Nilton Henrique Reny,6,6.9,7.2,7.8,APROVADO
Emanoel Otaviano Câmara Jardim de Machado,6,6.9,7.2,7.7,APROVADO
Amanda de Mendonça,6,6.9,7.2,6.7,APROVADO
Lívia de Oliveira,6,6.9,7.2,6.6,APROVADO
Edilene de Castro da Rocha,6,6.9,7.2,6.6,APROVADO
Talita Érica Fenyzvic Hoseyo,6,6.9,7.2,6.5,APROVADO
Maria Berenice Esfazo de Souza Barroso,6,6.9,7.2,6.4,APROVADO
Altino Raosmaman Gomes Júnior,6,6.9,7.2,6.1,APROVADO
Itamar Rogério de Pereira,6,6.9,7.1,7.9,APROVADO
Jesus dos Santos Júnior,6,6.9,7.1,6.4,APROVADO
Mariano Dário de Bueno,6,6.9,7.1,6.1,APROVADO
Sônia Hihagu Hemoyu,6,6.9,7.0,7.9,APROVADO
Célia Zenaide Prosgoason Chinwoku,6,6.9,7.0,7.6,APROVADO
Rosa Gouvic de Angola,6,6.9,7.0,7.5,APROVADO
Ezequiel Rodrigo de Salvador,6,6.9,7.0,7.4,APROVADO
Giovanni Girnelizpre Xiezov Druzbeson,6,6.9,7.0,7.1,APROVADO
Suzana Flaviana Mendes,6,6.9,7.0,6.6,APROVADO
Gabriela da Silva,6,6.9,6.9,8.2,APROVADO
Edu Bamoese,6,6.9,6.9,7.8,APROVADO
Ivete Daiane Gomes Sanavo,6,6.9,6.9,7.6,APROVADO
Alessandre Jairo dos Santos Bahia,6,6.9,6.9,7.1,APROVADO
Ricardo Ofovic de Barbosa Lopes,6,6.9,6.9,6.7,APROVADO
Rita Daiane de Borges,6,6.9,6.9,6.5,APROVADO
Hércules Luke de Bueno Prates,6,6.9,6.9,6.3,APROVADO
Marcielle Maria de Queiroz Oieason Rumoe,6,6.9,6.9,6.1,APROVADO
Felícia de Pereira do Amazonas,6,6.9,6.8,7.6,APROVADO
Soraya dos Santos de Matos,6,6.9,6.8,7.1,APROVADO
Kiara Bete Borba,6,6.9,6.8,6.9,APROVADO
Oliver Henrique Moreno Júnior,6,6.9,6.8,6.9,APROVADO
Eduarda de Britto,6,6.9,6.7,7.7,APROVADO
Gilson Astluzer do Vale,6,6.9,6.7,7.5,APROVADO
Hélio Estevão Aboavic de Paiva,6,6.9,6.7,7.5,APROVADO
Regina Eleriane de Gusmão,6,6.9,6.7,6.6,APROVADO
Heitor Wagner da Silva,6,6.9,6.6,8.2,APROVADO
Kevin Breno Hipu,6,6.9,6.6,6.8,APROVADO
Humberto Jacinto Wopehita de Oliveira Júnior,6,6.9,6.6,6.0,APROVADO
Wilson Pimenta de Moura Cegra,6,6.9,6.5,8.4,APROVADO
Daiane Woborabe de Alencar,6,6.9,6.5,7.4,APROVADO
Miguel Besho,6,6.9,6.5,7.2,APROVADO
Isaiane Espada de Siqueira Penedo,6,6.9,6.4,6.3,APROVADO
Roberta Érica Apumi,6,6.9,6.2,7.7,APROVADO
Paulo Rikorake,6,6.9,6.1,7.0,APROVADO
Fabiano Zabedeho Júnior,6,6.8,7.6,6.5,APROVADO
Wally de Oliveira,6,6.8,7.5,7.0,APROVADO
Eugênio Herrera,6,6.8,7.4,8.0,APROVADO
Laura dos Santos,6,6.8,7.4,6.4,APROVADO
Zuleide Heloísa Hetafu Usie,6,6.8,7.3,7.5,APROVADO
Olívia Talita Basrotrilos,6,6.8,7.3,6.6,APROVADO
Kauê Sílvio Valverde,6,6.8,7.1,7.9,APROVADO
Mirela Olívia de Barros,6,6.8,7.1,7.6,APROVADO
Olga Izin,6,6.8,7.1,7.1,APROVADO
Mariano Fragoso Serern,6,6.8,7.0,7.9,APROVADO
Catarina Maíra Cituer,6,6.8,7.0,7.1,APROVADO
Márcia de Uchôa,6,6.8,7.0,6.9,APROVADO
Márcio Aison,6,6.8,7.0,6.4,APROVADO
Thaíssa Lígia Eimodeã,6,6.8,7.0,6.3,APROVADO
Margarete de Alves,6,6.8,7.0,6.0,APROVADO
Edilene Maria de Bezerra,6,6.8,6.9,7.9,APROVADO
Danielle Zetatoru,6,6.8,6.9,6.5,APROVADO
Maria Luzimara Rojoe Terceiro,6,6.8,6.9,6.1,APROVADO
Carolina Fátima de Parreira,6,6.8,6.8,8.2,APROVADO
Charles Ugolson de Alves,6,6.8,6.8,6.3,APROVADO
Raul Hilton do Espírito Santo de Ortiz,6,6.8,6.8,6.3,APROVADO
Paulo da Silva,6,6.8,6.8,6.1,APROVADO
Cláudia Elizabete Brasil dos Reis,6,6.8,6.7,7.4,APROVADO
Jeferson Gustavo de Antunes,6,6.8,6.7,6.5,APROVADO
Milton Everton de Barbosa,6,6.8,6.7,6.3,APROVADO
Alberto de Souza,6,6.8,6.7,6.1,APROVADO
Tomáz Isac da Silva Teles Ummarnernbimov,6,6.8,6.7,6.1,APROVADO
Charles Uribe de Azevedo,6,6.8,6.7,6.0,APROVADO
Maria Melissa da Silva,6,6.8,6.6,7.5,APROVADO
Lili Maria Rossi,6,6.8,6.6,6.5,APROVADO
Gustavo da Silva Júnior,6,6.8,6.6,6.2,APROVADO
Rosilda Trevisan de Oliveira Werner,6,6.8,6.6,6.1,APROVADO
Mário Luke dos Santos,6,6.8,6.5,6.3,APROVADO
Camilo de Garcia Neto,6,6.8,6.4,6.6,APROVADO
Abílio Oliver de Gusmão Júnior,6,6.8,6.4,6.3,APROVADO
Renata Ilgafitim,6,6.8,6.4,6.1,APROVADO
César Pinhão de Brito,6,6.8,6.4,6.0,APROVADO
Ana Paula de Soares,6,6.8,6.3,7.1,APROVADO
Osvaldo Beto de Arantes,6,6.8,6.2,6.6,APROVADO
Saulo Antônio de Padilha,6,6.8,6.1,6.4,APROVADO
Quésia Hilda Otava,6,6.8,6.0,7.0,APROVADO
Ediane Matilde de Queiroz,6,6.7,7.6,6.5,APROVADO
Tiago Fred de Palhares,6,6.7,7.4,8.8,APROVADO
Valéria de Chaves d'Ávila,6,6.7,7.3,7.2,APROVADO
Eliane Ana de Novais Gomes,6,6.7,7.2,6.2,APROVADO
Martin Lioman,6,6.7,7.1,6.2,APROVADO
Ricardo Demilson Martinez,6,6.7,7.0,6.5,APROVADO
Valeska Eulália Iasru Duque de Alcântara Terceiro,6,6.7,6.9,7.3,APROVADO
Iago Amasson,6,6.7,6.9,6.4,APROVADO
Quitéria Neshibuma,6,6.7,6.8,7.8,APROVADO
Osório Laércio Anison Júnior,6,6.7,6.8,7.6,APROVADO
Bruna Nuchi Irnce,6,6.7,6.8,6.1,APROVADO
Luke Walter Redrintrou,6,6.7,6.7,8.1,APROVADO
Mirela Tina dos Santos de Pereira,6,6.7,6.7,6.7,APROVADO
Rodolfo Elias Igreja de Lacerda,6,6.7,6.7,6.5,APROVADO
Amarildo da Costa dos Santos Júnior,6,6.7,6.7,6.1,APROVADO
Aldo Júlio Dyju Doreiov,6,6.7,6.7,6.1,APROVADO
Josilda de Borges,6,6.7,6.6,7.9,APROVADO
Talita Rebeca de Antunes Dutra,6,6.7,6.6,7.1,APROVADO
Luiz Edinaldo Gechipi,6,6.7,6.6,7.0,APROVADO
Luke Márcio Torres Mendes,6,6.7,6.6,6.3,APROVADO
Neila Sílvia de Diniz,6,6.7,6.6,6.2,APROVADO
Lina da Rocha,6,6.7,6.6,6.1,APROVADO
Valter Dário do Vale Izzoã,6,6.7,6.5,6.7,APROVADO
José Upornon da Serra,6,6.7,6.5,6.6,APROVADO
Paula Carolina de Pereira Vaz da Silva,6,6.7,6.5,6.2,APROVADO
Otaviano Xavier da Lira,6,6.7,6.4,8.3,APROVADO
Roseli Isabela da Silva,6,6.7,6.4,8.0,APROVADO
Fernanda Gilmara de Álvares,6,6.7,6.4,6.4,APROVADO
Samanta Seya,6,6.7,6.3,7.9,APROVADO
Bete Imusmmian,6,6.7,6.3,7.1,APROVADO
Daniel Seliadison,6,6.7,6.2,6.8,APROVADO
Jack da Silva Leympelman,6,6.7,6.2,6.3,APROVADO
Maísa Jizodaro,6,6.7,6.2,6.2,APROVADO
Ingrid Lilian de Salgado da Paixão,6,6.7,6.2,6.0,APROVADO
Marina Lasi do Espírito Santo,6,6.7,6.1,6.9,APROVADO
Elias dos Santos de Cerqueira da Silva,6,6.7,6.1,6.7,APROVADO
Gilberto Charles dos Santos,6,6.7,6.1,6.4,APROVADO
Samara de Bezerra Deshimupo,6,6.7,6.0,6.5,APROVADO
Jacinto Emílio de Morais,6,6.7,6.0,6.2,APROVADO
Valéria Gisoyrner dos Santos de Morais,6,6.7,6.0,6.0,APROVADO
Laércio Nilton da Conceição Plane Cimornmmo,6,6.6,7.7,7.2,APROVADO
Pedro Francisco Milani,6,6.6,7.6,7.0,APROVADO
Hamilton Isac da Silva de Figueiredo,6,6.6,7.5,6.9,APROVADO
Jonathas Cristiano da Silva Fragoso,6,6.6,7.4,6.0,APROVADO
Sônia de Muniz,6,6.6,7.2,8.1,APROVADO
Paulo do Prado da Silva,6,6.6,7.2,6.5,APROVADO
Nicole Runeoru Guedes,6,6.6,7.2,6.1,APROVADO
Michel de Gimenes,6,6.6,7.1,7.4,APROVADO
Samila Selena de Assis Dutra,6,6.6,7.1,7.4,APROVADO
Anne Dyeman,6,6.6,7.1,6.9,APROVADO
Marcos de Alves Urnem,6,6.6,7.1,6.9,APROVADO
Milton de Toledo,6,6.6,7.1,6.2,APROVADO
Mirian de Santo Antônio,6,6.6,7.1,6.2,APROVADO
Matheus de Pascoal Niuldlou,6,6.6,7.0,7.4,APROVADO
Gilberto da Conceição dos Santos Tili,6,6.6,7.0,6.9,APROVADO
Matheus Hércules dos Santos,6,6.6,7.0,6.8,APROVADO
Vitória Umcier Enrrigina de Parreira,6,6.6,7.0,6.7,APROVADO
Jason de Souza Júnior,6,6.6,6.9,7.6,APROVADO
Rivaldo Francisco do Prado de Malta,6,6.6,6.9,6.7,APROVADO
Jean Gilberto de Padilha Ornazvic,6,6.6,6.9,6.1,APROVADO
